"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group","Option.Set","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four","Map.To","Last.Inventory.Year","Created_Date","Revised_Date","Usage.Notes"
"3545","2461850052","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Other Pesticides, Apples","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Apples",NA,NA,"12/10/1999 0:00:00","",""
"3546","2461850053","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Other Pesticides, Grapes","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Grapes",NA,NA,"12/10/1999 0:00:00","",""
"3547","2461850054","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Other Pesticides, Potatoes","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Potatoes",NA,NA,"12/10/1999 0:00:00","",""
"3548","2461850055","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Other Pesticides, Soy Beans","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Soy Beans",NA,NA,"12/10/1999 0:00:00","",""
"3549","2461850056","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Other Pesticides, Hay & Grains","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Hay & Grains",NA,NA,"12/10/1999 0:00:00","",""
"3550","2461850099","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Other Pesticides, Not Elsewhere Classified","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Not Elsewhere Classified",NA,NA,"5/30/2001 0:00:00","",""
"3551","2461870999","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Non-Agricultural /Not Elsewhere Classified","Solvent - Consumer & Commercial Solvent Use","Commercial","B8A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Non-Agricultural","Not Elsewhere Classified",NA,NA,"5/30/2001 0:00:00","",""
"3552","2461900000","Nonpoint","Misc Non-industrial: Commercial /Misc Products: NEC /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Miscellaneous Products: NEC","Total: All Solvent Types",NA,NA,"","",""
"3553","2465000000","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Total: All Solvent Types",NA,NA,"","",""
"3554","2465000030","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Acetone","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Acetone",NA,1999,"","4/14/2003 0:00:00",""
"3555","2465000055","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Butyl Acetate","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Butyl Acetate",NA,1999,"","4/14/2003 0:00:00",""
"3556","2465000060","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Butyl Alcohols: All Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Butyl Alcohols: All Types",NA,1999,"","4/14/2003 0:00:00",""
"3557","2465000065","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /n-Butyl Alcohol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","n-Butyl Alcohol",NA,1999,"","4/14/2003 0:00:00",""
"3558","2465000070","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Isobutyl Alcohol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Isobutyl Alcohol",NA,1999,"","4/14/2003 0:00:00",""
"3559","2465000165","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Ethanol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Ethanol",NA,1999,"","4/14/2003 0:00:00",""
"3560","2465000170","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Ethyl Acetate","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Ethyl Acetate",NA,1999,"","4/14/2003 0:00:00",""
"3561","2465000185","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Ethylbenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Ethylbenzene",NA,1999,"","4/14/2003 0:00:00",""
"3562","2465000250","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Isopropanol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Isopropanol",NA,1999,"","4/14/2003 0:00:00",""
"3563","2465000260","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Methanol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Methanol",NA,1999,"","4/14/2003 0:00:00",""
"3564","2465000285","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Methyl Isobutyl Ketone","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Methyl Isobutyl Ketone",NA,1999,"","4/14/2003 0:00:00",""
"3565","2465000300","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Monochlorobenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Monochlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
"3566","2465000330","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /o-Dichlorobenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","o-Dichlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
"3567","2465000340","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /p-Dichlorobenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","p-Dichlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
"3568","2465000345","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Perchloroethylene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Perchloroethylene",NA,1999,"","4/14/2003 0:00:00",""
"3569","2465000350","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Propylene Glycol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Propylene Glycol",NA,1999,"","4/14/2003 0:00:00",""
"3570","2465000370","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Special Naphthas","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Special Naphthas",NA,1999,"","4/14/2003 0:00:00",""
"3571","2465000385","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Trichloroethylene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Trichloroethylene",NA,1999,"","4/14/2003 0:00:00",""
"3572","2465000999","Nonpoint","Misc Non-indus: Consumer /All Products/Processes /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","All Products/Processes","Solvents: NEC",NA,1999,"","4/14/2003 0:00:00",""
"3573","2465100000","Nonpoint","Misc Non-indus: Consumer /Personal Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Personal Care Products","Total: All Solvent Types",NA,NA,"","",""
"3574","2465200000","Nonpoint","Misc Non-indus: Consumer /Household Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Household Products","Total: All Solvent Types",NA,NA,"","",""
"3575","2465400000","Nonpoint","Misc Non-indus: Consumer /Auto Aftermarket Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Automotive Aftermarket Products","Total: All Solvent Types",NA,NA,"","",""
"3576","2465600000","Nonpoint","Misc Non-indus: Consumer /Adhesives & Sealants /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Adhesives and Sealants","Total: All Solvent Types",NA,NA,"","",""
"3577","2465800000","Nonpoint","Misc Non-indus: Consumer /Pesticide Application /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Pesticide Application","Total: All Solvent Types",NA,NA,"","",""
"3578","2465900000","Nonpoint","Misc Non-indus: Consumer /Misc Products: NEC /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer","Miscellaneous Products: NEC","Total: All Solvent Types",NA,NA,"","",""
"3579","2495000000","Nonpoint","All Solvent User Categories /All Processes /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Total: All Solvent Types",NA,2005,"","",""
"3580","2495000001","Nonpoint","All Solvent User Categories /All Processes /1,2,4-Trichlorobenzene","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","1,2,4-Trichlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
"3581","2495000005","Nonpoint","All Solvent User Categories /All Processes /1,2-Dichloroethane","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","1,2-Dichloroethane",NA,1999,"","4/14/2003 0:00:00",""
"3582","2495000010","Nonpoint","All Solvent User Categories /All Processes /1-Hexane","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","1-Hexane",NA,1999,"","4/14/2003 0:00:00",""
"3583","2495000015","Nonpoint","All Solvent User Categories /All Processes /2-Butoxyethanol","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","2-Butoxyethanol",NA,1999,"","4/14/2003 0:00:00",""
"3584","2495000020","Nonpoint","All Solvent User Categories /All Processes /2-Ethylhexanol","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","2-Ethylhexanol",NA,1999,"","4/14/2003 0:00:00",""
"3585","2495000025","Nonpoint","All Solvent User Categories /All Processes /Acetal and Other Aroma Chemicals","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Acetal and Other Aroma Chemicals",NA,1999,"","4/14/2003 0:00:00",""
"3586","2495000030","Nonpoint","All Solvent User Categories /All Processes /Acetone","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Acetone",NA,1999,"","4/14/2003 0:00:00",""
"3587","2495000035","Nonpoint","All Solvent User Categories /All Processes /Acetonitrile","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Acetonitrile",NA,1999,"","4/14/2003 0:00:00",""
"3588","2495000040","Nonpoint","All Solvent User Categories /All Processes /Amyl Alcohols (Mixed)","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Amyl Alcohols (Mixed)",NA,1999,"","4/14/2003 0:00:00",""
"3589","2495000045","Nonpoint","All Solvent User Categories /All Processes /Benzyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Benzyl Alcohol",NA,1999,"","4/14/2003 0:00:00",""
"3590","2495000050","Nonpoint","All Solvent User Categories /All Processes /Butyl Benzoate","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Butyl Benzoate",NA,1999,"","4/14/2003 0:00:00",""
"3591","2495000055","Nonpoint","All Solvent User Categories /All Processes /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Butyl Acetate",NA,1999,"","4/14/2003 0:00:00",""
"3592","2495000060","Nonpoint","All Solvent User Categories /All Processes /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Butyl Alcohols: All Types",NA,1999,"","4/14/2003 0:00:00",""
"3593","2495000065","Nonpoint","All Solvent User Categories /All Processes /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","n-Butyl Alcohol",NA,1999,"","4/14/2003 0:00:00",""
"3594","2495000070","Nonpoint","All Solvent User Categories /All Processes /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Isobutyl Alcohol",NA,1999,"","4/14/2003 0:00:00",""
"3595","2495000075","Nonpoint","All Solvent User Categories /All Processes /Carbon Disulfide","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Carbon Disulfide",NA,1999,"","4/14/2003 0:00:00",""
"3596","2495000080","Nonpoint","All Solvent User Categories /All Processes /Chlorobenzene","Solvent - Industrial Surface Coating & Solvent Use","","","Solvent Utilization","All Solvent User Categories","All Processes","Chlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
